creative,goal_DONATE_prediction,goal_DONATE_predicted_prob,goal_CONTACT_prediction,goal_CONTACT_predicted_prob,goal_PURCHASE_prediction,goal_PURCHASE_predicted_prob,goal_GOTV_prediction,goal_GOTV_predicted_prob,goal_EVENT_prediction,goal_EVENT_predicted_prob,goal_POLL_prediction,goal_POLL_predicted_prob,goal_GATHERINFO_prediction,goal_GATHERINFO_predicted_prob,goal_LEARNMORE_prediction,goal_LEARNMORE_predicted_prob,goal_PRIMARY_PERSUADE_prediction,goal_PRIMARY_PERSUADE_predicted_prob,goal_highest_prob
HOUSE/TX32 ALLRED GROWING UP,0,0.0067398584143193545,0,0.006703324229960328,0,0.01271465882999799,0,0.04796455598802932,0,0.003826872513227323,0,0.006953427547230687,0,0.03334523178447761,1,0.6201020791783414,1,0.7768623621748538,PRIMARY_PERSUADE
HOUSE/TX32 ALLRED SKYROCKETING,0,0.004223727963327757,0,0.008172342120134526,0,0.0061952720515234105,0,0.0349305197827652,0,0.003872106690976828,0,0.006760002365199818,0,0.013682705420527647,1,0.8086944669723729,1,0.9190043392973656,PRIMARY_PERSUADE
HOUSE/TX32 ALLRED TOTALLY FALSE,0,0.0025176040198833577,0,0.008496456371968589,0,0.006277962735343649,0,0.023796308042036272,0,0.003090529947090163,0,0.005548964407337228,0,0.017750308551768137,1,0.5767894377275551,1,0.8005778377995192,PRIMARY_PERSUADE
HOUSE/TX32 ALLRED&DCCC SKYROCKETING,0,0.003320651672645248,0,0.009748586489286388,0,0.006466816188749405,0,0.035333537369667434,0,0.0034406484346141512,0,0.006572219930053353,0,0.014286961853019807,1,0.7917429805745377,1,0.9107665874133873,PRIMARY_PERSUADE
HOUSE/TX32 COLLINS BROKE THAT PROMISE,0,0.005578441607242782,0,0.01072961338479624,0,0.008313117166263357,0,0.07184883276063661,0,0.003090529947090163,0,0.011525478878468623,0,0.018983202847751235,1,0.7529414590645909,1,0.8759183370353929,PRIMARY_PERSUADE
HOUSE/TX32 COLLINS JIM BOOKHOUT,0,0.00982282260054031,0,0.007677932945386433,0,0.007263713563762,0,0.04152447035280915,0,0.01080903972882687,0,0.02688853494438802,0,0.03939806556625042,1,0.581596089237836,1,0.7768306368948817,PRIMARY_PERSUADE
HOUSE/TX32 COLLINS KK ATKINSON,0,0.007637352750732518,0,0.00726214491588758,0,0.007752850141237413,0,0.030896663835056157,0,0.0034406484346141512,0,0.022158659119203006,0,0.018066966651741193,1,0.6871559352894512,1,0.7952319739831388,PRIMARY_PERSUADE
HOUSE/TX32 COLLINS SET THE RECORD STRAIGHT,0,0.007687148715005506,0,0.007083202973253414,0,0.013508434162540457,0,0.04904966366943794,0,0.0033056962913165858,0,0.01367096194269824,0,0.026808073392794448,1,0.7042072607113804,1,0.8176034406962345,PRIMARY_PERSUADE
HOUSE/TX32 COLLINS STRONG WOMEN,0,0.011493661086711012,0,0.01007270074112045,0,0.012951307591745329,0,0.06259090768502436,0,0.0032564479087774066,0,0.02421685701058111,0,0.03651942552151395,1,0.6039590929667107,1,0.7490130492636082,PRIMARY_PERSUADE
HOUSE/TX32 COLLINS THE REAL COLIN,0,0.006617774718994869,0,0.006971552594444201,0,0.0081035183690229,0,0.029916753730278082,0,0.003090529947090163,0,0.012605165098130113,0,0.021705795006803582,1,0.8696081636482318,1,0.896916557721549,PRIMARY_PERSUADE
HOUSE/TX32 COLLINS&NRCC HURTING MAIN STREET,0,0.027891847916356734,0,0.007819299800594596,0,0.018530448710771762,0,0.03851485237311712,0,0.0041411325573035744,0,0.009118960746329214,0,0.021827945850507013,1,0.5345314505505476,1,0.6685593813835005,PRIMARY_PERSUADE
HOUSE/TX34 GONZALEZ KEEP MORE OF YOUR MONEY,0,0.0051125094137428485,0,0.00901184260097583,0,0.01113098215957882,0,0.04737122692515705,0,0.004497582663141595,0,0.00932525418757039,0,0.018361656803629174,1,0.6251029465678009,1,0.7596998371961317,PRIMARY_PERSUADE
HOUSE/TX34 GONZALEZ MY COUNTRY TIS OF THEE,0,0.004832886133715538,0,0.008172342120134526,0,0.05397386472396414,0,0.038693920075245046,0,0.003872106690976828,0,0.010019352207397336,0,0.018516671149870774,0,0.4741447083940029,1,0.7963121207112179,PRIMARY_PERSUADE
HOUSE/TX34 GONZALEZ VALUES SP,0,0.0031771888590769503,0,0.006461179728654223,0,0.01218413855269213,0,0.02356507679080152,0,0.0037157712591712974,0,0.005251390877259824,0,0.014554920150068498,1,0.8342967571488995,1,0.9338842746313308,PRIMARY_PERSUADE
HOUSE/UT02 STEWART HONOR DUTY SERVICE,0,0.005086857938358082,0,0.00726214491588758,0,0.012227975353619271,0,0.040163159467128715,0,0.0036558147788405744,0,0.007266104248930089,0,0.020841923994892722,1,0.5760365061571906,1,0.835228453781732,PRIMARY_PERSUADE
HOUSE/UT02 STEWART MANY THINGS HAVE CHANGED,0,0.008131741293646565,0,0.010804806171333668,0,0.00844564785415598,0,0.026774388657527636,0,0.006322755046694564,0,0.0070333097846954976,0,0.02123431591613669,1,0.5925041801124233,1,0.8389111200957203,PRIMARY_PERSUADE
HOUSE/UT04 CFC TRAIL OF DEBT,0,0.006267616949555618,0,0.008172342120134526,0,0.0072372214026641644,0,0.04179089946543898,0,0.0032564479087774066,0,0.005115163834075569,0,0.013945722647943982,1,0.7403589221728908,1,0.8758208886560831,PRIMARY_PERSUADE
HOUSE/UT04 CLF BRUTAL CRACKDOWNS,0,0.011707143933470226,0,0.006461179728654223,0,0.014802466813789012,0,0.030859575494193346,0,0.0034716142530038297,0,0.008332556888820444,0,0.025715472546187904,1,0.6311530137788406,1,0.8041030676300012,PRIMARY_PERSUADE
HOUSE/UT04 CLF FOLLOW THE LEADER,0,0.004052459510909076,0,0.00754325611678678,0,0.005652325898216023,0,0.10855136940997016,0,0.003992790474914566,0,0.00953327653782734,0,0.020247934314908338,1,0.7210920304582242,1,0.914588259489782,PRIMARY_PERSUADE
HOUSE/UT04 CLF STORY IS THE UTAH STORY,0,0.004681079091670872,0,0.024374312068328928,0,0.009865679405814485,0,0.047368679599274724,0,0.0034406484346141512,0,0.00527492669480924,0,0.017543225912530592,1,0.8333441356816401,1,0.8787106808929503,PRIMARY_PERSUADE
HOUSE/UT04 CLF THE STORY OF UTAH,0,0.0027974045404113384,0,0.01093484959688856,0,0.01139648946483612,0,0.02931599336644442,0,0.003090529947090163,0,0.005251390877259824,0,0.01452158148916511,1,0.7032964034622294,1,0.9126995977072854,PRIMARY_PERSUADE
HOUSE/UT04 CLF THINGS HAVE CHANGED,0,0.007736198275826246,0,0.007083202973253414,0,0.012497781352592802,0,0.0411667650297365,0,0.0034716142530038297,0,0.006217634133643884,0,0.038297514392664656,1,0.8167746094681703,1,0.829012295775999,PRIMARY_PERSUADE
HOUSE/UT04 CLF TOO WEAK,0,0.008312031358823857,0,0.00754325611678678,0,0.00705361960709994,0,0.02526773019189182,0,0.003090529947090163,0,0.006243062427164174,0,0.02213999016088277,1,0.6299682491309595,1,0.7634716973983903,PRIMARY_PERSUADE
HOUSE/UT04 CLF WHAT HAVE WE LEARNED,0,0.013928565890422564,0,0.00754325611678678,0,0.006553009430448514,0,0.043594229109686904,0,0.003090529947090163,0,0.00608992590241168,0,0.024569803349854855,1,0.6967429568030834,1,0.8058896563484089,PRIMARY_PERSUADE
HOUSE/UT04 CLF WHEN PEOPLE ARE IN NEED,0,0.008520454642974962,0,0.006461179728654223,0,0.007489720848904381,0,0.027317480718238255,0,0.00440360714047372,0,0.006143647816770983,0,0.02000875967138446,1,0.6684352680100142,1,0.7960948626222086,PRIMARY_PERSUADE
HOUSE/UT04 DCCC ACROSS THE COUNTRY,0,0.003355211528491431,0,0.008225830433099624,0,0.021062665787919398,0,0.034659757465548155,0,0.0034716142530038297,0,0.011016200452935387,0,0.02495087909779419,1,0.8424423851584948,1,0.9109765542396409,PRIMARY_PERSUADE
HOUSE/UT04 DCCC LEARNED HIS LESSON,0,0.004951772001916519,0,0.008522804582958475,0,0.007741694489292916,0,0.050016038101988514,0,0.0046187734847001425,0,0.007743276150246668,0,0.018124352026136086,1,0.7329879463261357,1,0.8323855491230668,PRIMARY_PERSUADE
HOUSE/UT04 DCCC TRAIL OF BANKRUPCIES,0,0.002889807742124342,0,0.009578896605037128,0,0.006631004524243974,0,0.03324829699231893,0,0.0038602965474933844,0,0.005251390877259824,0,0.01367994577260151,1,0.9066139905036159,1,0.936733814045524,PRIMARY_PERSUADE
HOUSE/UT04 DCCC WHAT DO WE KNOW,0,0.00365681250003251,0,0.008523739425864752,0,0.00613356574977064,0,0.03787227120677983,0,0.0045833517432214916,0,0.007240411769386357,0,0.013881163091858528,1,0.8689742302500614,1,0.933599521437261,PRIMARY_PERSUADE
HOUSE/UT04 HOUSEMAJPAC NUCLEAR TESTING,0,0.004183830775772264,0,0.007083202973253414,0,0.0061381407491913845,0,0.02435639383186239,0,0.003090529947090163,0,0.005443537405491626,0,0.04185840529376652,1,0.8705419338279452,1,0.9399314088878965,PRIMARY_PERSUADE
HOUSE/UT04 HOUSEMAJPAC REPEAL,0,0.0025707074050273088,0,0.0061873851990767725,0,0.006466816188749405,0,0.026116457361753248,0,0.0032564479087774066,0,0.005100016856183999,0,0.012012853461382316,1,0.8470230048101679,1,0.9339540765719063,PRIMARY_PERSUADE
HOUSE/UT04 HOUSEMAJPAC SAYS A LOT,0,0.0045836290764267795,0,0.006429529700382878,0,0.008091898309244828,0,0.022634316655736585,0,0.003090529947090163,0,0.005251390877259824,0,0.016070613046465627,1,0.7943775849893577,1,0.8571742675544536,PRIMARY_PERSUADE
HOUSE/UT04 HOUSEMAJPAC THE RECORD,0,0.0042207122262460876,0,0.016042428394538823,0,0.0062430895310977685,0,0.05086892727710911,0,0.004124028392827601,0,0.007565719622694591,0,0.01963533689665577,1,0.7718662334187922,1,0.8450584720627696,PRIMARY_PERSUADE
HOUSE/UT04 HOUSEMAJPAC YOU BE THE JUDGE,0,0.003474031773900547,0,0.017962711225336294,0,0.008242842874808193,0,0.035107424580593474,0,0.003992790474914566,0,0.006441221346848387,0,0.028663883851689487,1,0.6446252959547142,1,0.8327450200763923,PRIMARY_PERSUADE
HOUSE/UT04 HOUSEMAJPAC YOU CAN TELL A LOT,0,0.0059515329733369855,0,0.015605484361251469,0,0.016104696994895883,0,0.06306587844787886,0,0.0036558147788405744,0,0.008017066222441775,0,0.02213999016088277,1,0.7931071494314841,1,0.836463652479351,PRIMARY_PERSUADE
HOUSE/UT04 MCADAMS ABSOLUTELY,0,0.007678868660433393,0,0.017178543829968865,0,0.01758716374897254,0,0.02864440132747217,0,0.0033056962913165858,0,0.04822260225967845,0,0.019376476105563006,0,0.14946819336002948,0,0.34603565468294883,PRIMARY_PERSUADE
HOUSE/UT04 MCADAMS AS MAYOR,0,0.0032241108289552227,0,0.0074357884440803285,0,0.006652532904637864,0,0.027219418680203555,0,0.0033056962913165858,0,0.03533198649925551,0,0.019893292593516042,1,0.8095848501713627,1,0.9061846906122977,PRIMARY_PERSUADE
HOUSE/UT04 MCADAMS BILL APPLEGARTH 15,0,0.0037822522297948974,0,0.007001233222725457,0,0.04423231679019687,0,0.031099832619256647,0,0.0036451302032669613,0,0.0596284768483666,0,0.030218009906719426,1,0.723713988677888,1,0.8727733124953547,PRIMARY_PERSUADE
HOUSE/UT04 MCADAMS CAMILLE JENSEN,0,0.003218480182397182,0,0.00732534747455952,0,0.10842535683880022,0,0.0460190451050553,0,0.0033056962913165858,0,0.005871081409697073,0,0.01449741616385158,1,0.8104927084180507,1,0.889789922037058,PRIMARY_PERSUADE
HOUSE/UT04 MCADAMS COVID 19,0,0.005449780629200443,0,0.009962407961551394,0,0.007663773392917026,0,0.05215762254525566,0,0.0035498532974840534,0,0.006007420773586728,0,0.02155226436047051,1,0.6597109245838396,1,0.8245341958565356,PRIMARY_PERSUADE
HOUSE/UT04 MCADAMS DOWNWINDERS,0,0.0029504838307990253,0,0.008236394793507925,0,0.005790663729006813,0,0.031044876070106028,0,0.0032564479087774066,0,0.004963789812999744,0,0.0180490346031991,1,0.6662832694443643,1,0.8238409920991925,PRIMARY_PERSUADE
HOUSE/UT04 MCADAMS EARLY SHEPHERD 15,0,0.003920122707988565,0,0.00754819586753237,0,0.014759958050104612,0,0.02442838695559708,0,0.00486293049086761,0,0.3325845677777365,0,0.031892688406754716,1,0.5656552486418941,1,0.6428279545827686,PRIMARY_PERSUADE
HOUSE/UT04 MCADAMS FAILED,0,0.013883125433568438,0,0.009776965617680464,0,0.012595074718387476,0,0.03423819647559782,0,0.0036558147788405744,0,0.006243062427164174,0,0.017350952735516803,1,0.6417201046792282,1,0.7113640841390402,PRIMARY_PERSUADE
HOUSE/UT04 MCADAMS FAILED US,0,0.01950095607957083,0,0.02112490223969067,0,0.11472511004630667,0,0.03591183517229153,0,0.0034716142530038297,0,0.005708727268070899,0,0.015899417493771027,1,0.6697287546552699,1,0.7423755693154634,PRIMARY_PERSUADE
HOUSE/UT04 MCADAMS FAILED US 15,0,0.024483420040513883,0,0.022005534453743862,0,0.09285113253119262,0,0.02909556781613832,0,0.0036558147788405744,0,0.005395827882584734,0,0.013911343360718085,1,0.5800433769997416,1,0.7497885828042423,PRIMARY_PERSUADE
HOUSE/UT04 MCADAMS KEPT HIS WORD 15,0,0.004223046601098419,0,0.0061873851990767725,0,0.0055851241384214,0,0.02607767906536767,0,0.0032564479087774066,0,0.030274302254625025,0,0.029746049803220858,1,0.8775400618438334,1,0.913031293278036,PRIMARY_PERSUADE
HOUSE/UT04 MCADAMS ONE AFTER ANOTHER,0,0.00794386755446046,0,0.00726214491588758,0,0.010492490086492366,0,0.028081916695558852,0,0.005439898752566163,0,0.06379848418497212,0,0.030892394269638156,1,0.6932908264883662,1,0.7271069739472837,PRIMARY_PERSUADE
HOUSE/UT04 MCADAMS OUR OWN AD,0,0.009346567153867075,0,0.0061873851990767725,0,0.0068391772352529995,0,0.03176236628028996,0,0.0041411325573035744,0,0.032975373017370885,0,0.039178683643605626,1,0.7536409039948285,1,0.9184254760553179,PRIMARY_PERSUADE
HOUSE/UT04 MCADAMS PROMISE 15,0,0.0033655673987251456,0,0.006703324229960328,0,0.028848803725514197,0,0.021292220891947197,0,0.0033056962913165858,0,0.03242089972263891,0,0.01743360086209452,1,0.7422046212305909,1,0.8010662662594977,PRIMARY_PERSUADE
HOUSE/UT04 MCADAMS REPEAL,0,0.0027903323302786182,0,0.027951481418202122,0,0.1262429373103163,0,0.029731070173769674,0,0.0034716142530038297,0,0.008482088472263631,0,0.016031700980975894,1,0.8236817082701717,1,0.879971645271326,PRIMARY_PERSUADE
HOUSE/UT04 MCADAMS REPUBLICANS,0,0.0036623045183320335,0,0.007586259167721644,0,0.006682712060512911,0,0.028700442453079233,0,0.0034716142530038297,0,0.00987276066747103,0,0.0172301928844643,1,0.5285080215431475,1,0.745995854512052,PRIMARY_PERSUADE
HOUSE/UT04 MCADAMS SCOTT ANDERSON 15,0,0.003634544779865027,0,0.006690441393545001,0,0.007817512441061727,0,0.03441656566787111,0,0.00440360714047372,0,0.0419088826858859,0,0.019940626586276794,1,0.8342435162052722,1,0.8358478281716125,PRIMARY_PERSUADE
HOUSE/UT04 MCADAMS THE TRUTH MATTERS,0,0.004266049441893973,0,0.008170219112131562,0,0.04295699739604973,0,0.02934376744725777,0,0.003992790474914566,0,0.008109000598657556,0,0.02566399863874024,1,0.8281211341121015,1,0.8658392065268912,PRIMARY_PERSUADE
HOUSE/UT04 MCADAMS TROY WALKER 15,0,0.003384682318291258,0,0.007083202973253414,0,0.0061381407491913845,0,0.03325676434406067,0,0.003992790474914566,0,0.03761980676605507,0,0.03036209068507079,1,0.7552265048452143,1,0.8750278643532432,PRIMARY_PERSUADE
HOUSE/UT04 MCADAMS WE LOVE THEM,0,0.0033743975778533137,0,0.015459809314337422,0,0.014370991821001251,0,0.07206924332017016,0,0.0033056962913165858,0,0.006760002365199818,0,0.0197523273939136,1,0.7161774613099949,1,0.8828481822476952,PRIMARY_PERSUADE
HOUSE/UT04 MCADAMS WORK TOGETHER,0,0.02545760003285972,0,0.017160371957076537,0,0.008858470337399213,0,0.04002751196862844,0,0.0038602965474933844,0,0.006039692120379461,0,0.0938925597847528,1,0.6238735563358946,1,0.6794828041898247,PRIMARY_PERSUADE
HOUSE/UT04 MCADAMS WORSE THAN I THOUGHT,0,0.005809817617649987,0,0.008522804582958475,0,0.008473789570109668,0,0.0411667650297365,0,0.006078598040527097,0,0.010623100082361517,0,0.023147999266296654,1,0.5964784603472586,1,0.7790541654753202,PRIMARY_PERSUADE
HOUSE/UT04 MCADAMS&DCCC ADELLE REMKE 15,0,0.002612245031615259,0,0.008689949478802316,0,0.005685714947100431,0,0.022737880973940056,0,0.009713674043443492,0,0.005579764448675882,0,0.015757153736836692,1,0.858356584484318,1,0.9312557940969156,PRIMARY_PERSUADE
HOUSE/UT04 MCADAMS&DCCC DON'T ALWAYS AGREE 15,0,0.003506387122875902,0,0.0061873851990767725,0,0.008590429892053596,0,0.027270637280886547,0,0.004901813353119323,0,0.06466998385900302,0,0.03358381474503204,1,0.7827929469376602,1,0.8694465659682546,PRIMARY_PERSUADE
HOUSE/UT04 NRCC CHEAP TALK,0,0.008949643832098682,0,0.008739450987976155,0,0.01095259317027198,0,0.03552016994574471,0,0.003090529947090163,0,0.008797240716946826,0,0.01961004375119665,1,0.7813540508333048,1,0.7949718788237736,PRIMARY_PERSUADE
HOUSE/UT04 NRCC PRETENDING HE'S REPUBLICAN,0,0.033061185556602604,0,0.006964235923122451,0,0.006373099645190914,0,0.02718572951878588,0,0.003826872513227323,0,0.00594548889708677,0,0.01312032602993856,1,0.6684661510118244,1,0.7970512335972257,PRIMARY_PERSUADE
HOUSE/UT04 NRCC SAYS HE'S WITH US,0,0.00443373290965281,0,0.008236394793507925,0,0.005652325898216023,0,0.0278745280553741,0,0.0032564479087774066,0,0.007103750107303913,0,0.016764049703043623,1,0.8714155428880371,1,0.905669965602144,PRIMARY_PERSUADE
HOUSE/UT04 NRCC WE PLAY BY THE RULES,0,0.013153735610295897,0,0.008604287889611022,0,0.008603492200174066,0,0.027192253193229425,0,0.003992790474914566,0,0.00594548889708677,0,0.015295657057544983,1,0.6908090791066319,1,0.8031977545001217,PRIMARY_PERSUADE
HOUSE/UT04 OWENS COVID 19,0,0.003087993288998056,0,0.007586259167721644,0,0.015545722731401106,0,0.04206681476291538,0,0.003090529947090163,0,0.036549368467758206,0,0.020437604654036382,1,0.8267584094415146,1,0.887637437503589,PRIMARY_PERSUADE
HOUSE/UT04 OWENS FUNDING THE POLICE 15,0,0.0029826235578563867,0,0.007677932945386433,0,0.006393182579642012,0,0.024656489865450923,0,0.0032564479087774066,0,0.009301616459201502,0,0.012742307409668436,1,0.9010987531901974,1,0.9528392698212536,PRIMARY_PERSUADE
HOUSE/UT04 OWENS NO REPUBLICAN,0,0.014394495264589488,0,0.0061873851990767725,0,0.10484699485818043,0,0.02637926329446855,0,0.003090529947090163,0,0.008736893814562705,0,0.013709405568656217,1,0.7945987811582926,1,0.8621041353089098,PRIMARY_PERSUADE
HOUSE/UT04 OWENS NO REPUBLICAN BEIGE,0,0.01377244526464735,0,0.0061873851990767725,0,0.10087453859314038,0,0.027696983420246395,0,0.003090529947090163,0,0.008478163327435687,0,0.013920355875754107,1,0.7720479791851529,1,0.8472914092279672,PRIMARY_PERSUADE
HOUSE/UT04 OWENS RUNNING FROM HIS RECORD,0,0.00324519001392292,0,0.01244485813782224,0,0.011475787817942599,0,0.044357683607776935,0,0.0033056962913165858,0,0.016893681914718496,0,0.01773350263870928,1,0.6067076466069624,1,0.8378568786352791,PRIMARY_PERSUADE
HOUSE/UT04 OWENS SUPERBOWL CHAMPION,0,0.014582640588691766,0,0.011388766115743586,0,0.006874508835457998,0,0.06427149473433318,0,0.0033056962913165858,0,0.014040311592837893,0,0.03394341002966467,1,0.5315826677782429,1,0.7120431463011456,PRIMARY_PERSUADE
HOUSE/UT04 OWENS UNBELIEVABLE,0,0.012493992344388605,0,0.007952035903522173,0,0.011794533632247287,0,0.030896663835056157,0,0.0070694598415410835,0,0.0233623644549262,0,0.025057794665061438,1,0.6361470873309643,1,0.7191345008197114,PRIMARY_PERSUADE
HOUSE/UT04 OWENS&NRCC DANGEROUS IDEAS,0,0.018025419014117815,0,0.008496456371968589,0,0.008488051746300362,0,0.024388698515795754,0,0.0037157712591712974,0,0.007266104248930089,0,0.015052979131729368,1,0.5785935921333352,1,0.7253588185689679,PRIMARY_PERSUADE
HOUSE/VA01 RASHID THE AMERICAN DREAM,0,0.0027195445342211764,0,0.011053727636630303,0,0.006578639235776328,0,0.03360411481109949,0,0.003826872513227323,0,0.005251390877259824,0,0.0333414581483824,1,0.8936618946024004,1,0.9306652791928756,PRIMARY_PERSUADE
HOUSE/VA01 RASHID WIFI,0,0.010147099316793542,0,0.008170219112131562,0,0.011523485985604738,0,0.03905348153283105,0,0.006525126071693374,0,0.008736893814562705,0,0.023546809794541754,1,0.6004361946867827,1,0.8088345674620405,PRIMARY_PERSUADE
HOUSE/VA01 WITTMAN ADDICTED TO TWITTER,0,0.004946128020650453,0,0.0080614443019007,0,0.005446786307630609,0,0.04097835195736557,0,0.0045833517432214916,0,0.005877337978753286,0,0.01895591988134913,1,0.7766258267128856,1,0.8191385634419817,PRIMARY_PERSUADE
HOUSE/VA02 CLAINC GLOBAL PANDEMIC,0,0.013024179186228935,0,0.018500170426119757,0,0.0064072778665923355,0,0.03919810450819988,0,0.0032564479087774066,0,0.012928479658888662,0,0.028040262808921933,1,0.6092060114798176,1,0.7293931685800246,PRIMARY_PERSUADE
HOUSE/VA02 CLF AMERICAN LOANS,0,0.005371669763424748,0,0.010103202877517491,0,0.008118513926706358,0,0.02079448599364909,0,0.005439898752566163,0,0.005411153737993495,0,0.01637534978577516,1,0.8243684743739506,1,0.9065696925599178,PRIMARY_PERSUADE
HOUSE/VA02 CLF AUTOGRAPHS,0,0.009092231330861383,0,0.0061873851990767725,0,0.008722670801720228,0,0.021814838946979782,0,0.0032564479087774066,0,0.006107955506327916,0,0.17296501536272552,1,0.7960896003438345,1,0.798630579287948,PRIMARY_PERSUADE
HOUSE/VA02 CLF COMMUNIST CHINA,0,0.0050801419114546165,0,0.0094252187838825,0,0.007100383707308073,0,0.02589381233935765,0,0.003872106690976828,0,0.005548964407337228,0,0.021694089968750066,1,0.7915402333715784,1,0.9119381598343131,PRIMARY_PERSUADE
HOUSE/VA02 CLF LIGHTS CAMERA ACTION,0,0.010475255026793643,0,0.006429529700382878,0,0.008142579089383387,0,0.02321809730555651,0,0.0032564479087774066,0,0.005411153737993495,0,0.01624537529143229,1,0.7956287432574269,1,0.8836066398296802,PRIMARY_PERSUADE
HOUSE/VA02 CLF SEEN THIS AD,0,0.003474031773900547,0,0.007874433127369396,0,0.006473690453869944,0,0.031543732445795815,0,0.0032564479087774066,0,0.007360686207361144,0,0.01680109127003479,1,0.8824311807294137,1,0.8584970448598358,LEARNMORE
HOUSE/VA02 HOUSEMAJPAC DISGRACED,0,0.008133537017574003,0,0.006461179728654223,0,0.005414847373833284,0,0.03324829699231893,0,0.0035498532974840534,0,0.005555590743318405,0,0.015094062618042824,1,0.6818238323337716,1,0.8103064674372138,PRIMARY_PERSUADE
HOUSE/VA02 HOUSEMAJPAC OUT AND OUT FRAUD,0,0.004336166250324313,0,0.006690441393545001,0,0.006551942095958833,0,0.024734113503805395,0,0.006548283619630346,0,0.005877337978753286,0,0.015437649002290974,1,0.8470230048101679,1,0.9060965610973568,PRIMARY_PERSUADE
HOUSE/VA02 HOUSEMAJPAC THINK YOU KNOW SCOTT,0,0.007944180859629746,0,0.009176882966943809,0,0.006757481686544246,0,0.03116919134673129,0,0.0033056962913165858,0,0.005555590743318405,0,0.014769394044916466,1,0.86585018231359,1,0.8971136980769014,PRIMARY_PERSUADE
HOUSE/VA02 HOUSEMAJPAC UNRAVEL,0,0.006138553932095078,0,0.010947724987021797,0,0.007116475955000114,0,0.03434438748988215,0,0.0035498532974840534,0,0.006577536547308793,0,0.016110367800868917,1,0.7287816780302461,1,0.8449400481227418,PRIMARY_PERSUADE
HOUSE/VA02 LURIA A DIFFERENT VIETNAM STORY,0,0.010768785293078616,0,0.017521574671053187,0,0.00836279421723478,0,0.06068044063614697,0,0.005360134796681602,0,0.047166207218430595,0,0.043211428258458556,0,0.48448659179881737,1,0.6351196055172869,PRIMARY_PERSUADE
HOUSE/VA02 LURIA BOBBY MATHLESON,0,0.009682902444385001,0,0.006461179728654223,0,0.008436250506147526,0,0.043379260244404895,0,0.005273217901357079,0,0.028402997182066833,0,0.1680028342170269,1,0.5140771321694728,1,0.6861353436294573,PRIMARY_PERSUADE
HOUSE/VA02 LURIA CALL ME FRUGAL,0,0.0034285227239484488,0,0.009649336022335206,0,0.020671968482708775,0,0.03711616101509109,0,0.003090529947090163,0,0.008136102030317779,0,0.022528071279203973,1,0.8287846820391803,1,0.88283318301141,PRIMARY_PERSUADE
HOUSE/VA02 LURIA FIGHTS FOR VIRGINIA,0,0.005740934445868373,0,0.011406313107457218,0,0.007224712655409908,0,0.03911599423899983,0,0.0034716142530038297,0,0.008287476051393603,0,0.03231774091916423,1,0.7888862261384841,1,0.8801056516562469,PRIMARY_PERSUADE
HOUSE/VA02 LURIA FRED HERMANN,0,0.0056444578477179465,0,0.02291392433163304,0,0.0085749038356407,0,0.035247778975468026,0,0.0041044535536608525,0,0.0069581612848840305,0,0.021392847113263478,1,0.62218886564671,1,0.8070439901274056,PRIMARY_PERSUADE
HOUSE/VA02 LURIA FRIDAY AFTERNOON,0,0.003803239376527816,0,0.006690441393545001,0,0.025529720950964542,0,0.034757679751571756,0,0.004176991000751311,0,0.02171330474454751,0,0.027202785928094355,1,0.7073626825313325,1,0.8352953285385558,PRIMARY_PERSUADE
HOUSE/VA02 LURIA GIVE YOU A BREAK,0,0.0031864967714175436,0,0.0061873851990767725,0,0.007287028037923209,0,0.026206474053497145,0,0.0035498532974840534,0,0.039071569461329766,0,0.018558615560705972,1,0.821122629257162,1,0.9026212820606991,PRIMARY_PERSUADE
HOUSE/VA02 LURIA KRISTEN FENTY,0,0.0025426875734692557,0,0.023482421859633094,0,0.011205803346883403,0,0.03552016994574471,0,0.0032564479087774066,0,0.006870955643069323,0,0.01963533689665577,1,0.8389689554868063,1,0.9218347377322738,PRIMARY_PERSUADE
HOUSE/VA02 LURIA MY MOM TAYLOR,0,0.004931647574330383,0,0.006429529700382878,0,0.00868120876695549,0,0.02526773019189182,0,0.0037157712591712974,0,0.008332556888820444,0,0.019107908454390768,1,0.7339381307366071,1,0.785513182436852,PRIMARY_PERSUADE
HOUSE/VA02 LURIA SAVED THE LETTER,0,0.004395669282819477,0,0.01128125062385303,0,0.009340975223944586,0,0.07128253564926071,0,0.006490501362779575,0,0.01556885630074168,0,0.031919858587705484,1,0.6704375589454142,1,0.7920919817024654,PRIMARY_PERSUADE
HOUSE/VA02 LURIA SHOWING UP TO WORK,0,0.006497494781562398,0,0.0211553066878937,0,0.016376775121836835,0,0.030896663835056157,0,0.00513994970661088,0,0.0070517886380019705,0,0.034356453713558194,1,0.5414569022413802,1,0.7977318253975991,PRIMARY_PERSUADE
HOUSE/VA02 LURIA SIGNATURE,0,0.007153496588865596,0,0.01643051719483491,0,0.01377274176707099,0,0.07106348660802411,0,0.004608449257113988,0,0.0070718010587039705,0,0.04121057891317203,1,0.6174518239671809,1,0.7736525253060419,PRIMARY_PERSUADE
HOUSE/VA02 LURIA TOM GALLIVAN,0,0.2650886027061853,0,0.01072961338479624,0,0.010897103639192683,0,0.029964201820936252,0,0.005517374907524546,0,0.010513983585562228,0,0.01686588234440757,0,0.25371325922253574,0,0.34478880064318435,PRIMARY_PERSUADE
